date_rec|state|p_pos|positive_daily_cases_cvt|negative_daily_cases_cvt|pending_daily_cases_cvt|p_pend|total_daily_cases_cvt
2020-05-26|CA|5.7|96733|1599663|NA|NA|1696396
2020-05-27|CA|5.7|98980|1637914|NA|NA|1736894
2020-05-28|CA|5.68|101697|1688862|NA|NA|1790559
2020-05-29|CA|5.66|103886|1731592|NA|NA|1835478
2020-05-30|CA|5.66|106878|1781717|NA|NA|1888595
2020-05-31|CA|5.69|110583|1834265|NA|NA|1944848
2020-06-01|CA|5.61|113006|1899577|NA|NA|2012583
2020-06-02|CA|5.57|115310|1956281|NA|NA|2071591
2020-06-03|CA|5.52|117687|2013607|NA|NA|2131294
2020-06-04|CA|5.49|119807|2062864|NA|NA|2182671
2020-06-05|CA|5.49|122901|2115562|NA|NA|2238463
2020-06-06|CA|5.46|126016|2182284|NA|NA|2308300
2020-06-07|CA|5.45|128812|2233406|NA|NA|2362218
2020-06-08|CA|5.4|131319|2299871|NA|NA|2431190
2020-06-09|CA|5.37|133489|2352756|NA|NA|2486245
2020-06-10|CA|5.36|136191|2404607|NA|NA|2540798
2020-06-11|CA|5.36|139281|2458366|NA|NA|2597647
2020-06-12|CA|5.33|141983|2520275|NA|NA|2662258
2020-06-13|CA|5.35|145643|2578750|NA|NA|2724393
2020-06-14|CA|5.31|148855|2653141|NA|NA|2801996
2020-06-15|CA|5.28|151452|2716730|NA|NA|2868182
2020-06-16|CA|5.23|153560|2784195|NA|NA|2937755
2020-06-17|CA|5.24|157015|2840973|NA|NA|2997988
2020-06-18|CA|5.24|161099|2913431|NA|NA|3074530
2020-06-19|CA|5.24|165416|2990286|NA|NA|3155702
2020-06-20|CA|5.23|169309|3065103|NA|NA|3234412
2020-06-21|CA|5.24|173824|3145432|NA|NA|3319256
2020-06-22|CA|5.22|178054|3233632|NA|NA|3411686
2020-06-23|CA|5.24|183073|3313856|NA|NA|3496929
2020-06-24|CA|5.29|190222|3402677|NA|NA|3592899
2020-06-25|CA|5.29|195571|3498774|NA|NA|3694345
2020-03-23|CO|10.87|591|4845|NA|NA|5436
2020-03-24|CO|11.57|720|5504|NA|NA|6224
2020-03-25|CO|11.84|912|6789|NA|NA|7701
2020-03-26|CO|13.47|1086|6978|NA|NA|8064
2020-03-27|CO|14.13|1430|8692|NA|NA|10122
2020-03-28|CO|14.85|1734|9942|NA|NA|11676
2020-03-29|CO|15.52|2061|11215|NA|NA|13276
2020-03-30|CO|17.1|2627|12737|NA|NA|15364
2020-03-31|CO|17.1|2627|12737|NA|NA|15364
2020-04-01|CO|17.6|2966|13883|NA|NA|16849
2020-04-02|CO|17.92|3342|15303|NA|NA|18645
2020-04-03|CO|18.26|3728|16683|NA|NA|20411
2020-04-04|CO|18.91|4173|17898|NA|NA|22071
2020-04-05|CO|19.1|4565|19335|NA|NA|23900
2020-04-06|CO|19.21|4950|20823|NA|NA|25773
2020-04-07|CO|19.24|5172|21703|NA|NA|26875
2020-04-08|CO|19.32|5429|22665|NA|NA|28094
2020-04-09|CO|19.37|5655|23544|NA|NA|29199
2020-04-10|CO|19.94|6510|26143|NA|NA|32653
2020-04-11|CO|19.94|6510|26143|NA|NA|32653
2020-04-12|CO|19.77|6893|27980|NA|NA|34873
2020-04-13|CO|20.47|7684|29850|NA|NA|37534
2020-04-14|CO|19.85|7691|31051|NA|NA|38742
2020-04-15|CO|20.06|7941|31639|NA|NA|39580
2020-04-16|CO|20.43|8280|32253|NA|NA|40533
2020-04-17|CO|20.74|8675|33155|NA|NA|41830
2020-04-18|CO|20.89|9047|34260|NA|NA|43307
2020-04-19|CO|21.15|9433|35173|NA|NA|44606
2020-04-20|CO|21.06|9730|36465|NA|NA|46195
2020-04-21|CO|21.29|10106|37360|NA|NA|47466
2020-04-22|CO|21.45|10447|38257|NA|NA|48704
2020-04-23|CO|21.48|10878|39767|NA|NA|50645
2020-04-24|CO|21.52|11262|41062|NA|NA|52324
2020-04-25|CO|21.58|12256|44533|NA|NA|56789
2020-04-26|CO|21.69|12968|46823|NA|NA|59791
2020-04-27|CO|21.24|13441|49833|NA|NA|63274
2020-04-28|CO|20.92|13879|52462|NA|NA|66341
2020-04-29|CO|21.22|14735|54714|NA|NA|69449
2020-04-30|CO|20.77|14758|56301|NA|NA|71059
2020-05-01|CO|21.11|15284|57106|NA|NA|72390
2020-05-02|CO|20.49|15768|61181|NA|NA|76949
2020-05-03|CO|20.31|16225|63681|NA|NA|79906
2020-05-04|CO|20.02|16635|66455|NA|NA|83090
2020-05-05|CO|19.89|16907|68097|NA|NA|85004
2020-05-06|CO|20.2|17364|68612|NA|NA|85976
2020-05-07|CO|19.52|17830|73517|NA|NA|91347
2020-05-08|CO|19.89|18801|75735|NA|NA|94536
2020-05-09|CO|19.46|18827|77945|NA|NA|96772
2020-05-10|CO|18.93|19703|84374|NA|NA|104077
2020-05-11|CO|18.29|19899|88891|NA|NA|108790
2020-05-12|CO|18.3|19879|88778|NA|NA|108657
2020-05-13|CO|18.12|20157|91093|NA|NA|111250
2020-05-14|CO|17.88|20475|94044|NA|NA|114519
2020-05-15|CO|17.65|20838|97192|NA|NA|118030
2020-05-16|CO|17.43|21232|100608|NA|NA|121840
2020-05-17|CO|17.23|21633|103915|NA|NA|125548
2020-05-18|CO|17.07|21938|106557|NA|NA|128495
2020-05-19|CO|16.91|22202|109131|NA|NA|131333
2020-05-20|CO|17.05|22482|109355|NA|NA|131837
2020-05-21|CO|16.81|22797|112814|NA|NA|135611
2020-05-22|CO|16.31|23191|119034|NA|NA|142225
2020-05-23|CO|16.2|23487|121465|NA|NA|144952
2020-05-24|CO|15.97|23964|126087|NA|NA|150051
2020-05-25|CO|16.08|24174|126134|NA|NA|150308
2020-05-26|CO|15.56|24269|131742|NA|NA|156011
2020-05-27|CO|15.41|24565|134855|NA|NA|159420
2020-05-28|CO|15.18|24767|138356|NA|NA|163123
2020-05-29|CO|14.87|25121|143838|NA|NA|168959
2020-05-30|CO|14.57|25613|150128|NA|NA|175741
2020-05-31|CO|14.45|26098|154529|NA|NA|180627
2020-06-01|CO|14.15|26378|159998|NA|NA|186376
2020-06-02|CO|13.95|26577|163960|NA|NA|190537
2020-06-03|CO|13.8|26788|167389|NA|NA|194177
2020-06-04|CO|13.72|27060|170140|NA|NA|197200
2020-06-05|CO|13.45|27360|176064|NA|NA|203424
2020-06-06|CO|13.26|27615|180662|NA|NA|208277
2020-06-07|CO|13.07|27848|185166|NA|NA|213014
2020-06-08|CO|12.87|28001|189483|NA|NA|217484
2020-06-09|CO|12.7|28183|193704|NA|NA|221887
2020-06-10|CO|12.54|28347|197747|NA|NA|226094
2020-06-11|CO|12.37|28499|201846|NA|NA|230345
2020-06-12|CO|12.22|28647|205723|NA|NA|234370
2020-06-13|CO|12.19|28822|207639|NA|NA|236461
2020-06-14|CO|11.86|29017|215626|NA|NA|244643
2020-06-15|CO|11.69|29130|219955|NA|NA|249085
2020-06-16|CO|11.57|29299|223857|NA|NA|253156
2020-06-17|CO|11.47|29442|227225|NA|NA|256667
2020-06-18|CO|11.32|29673|232543|NA|NA|262216
2020-06-19|CO|11.31|29901|234545|NA|NA|264446
2020-06-20|CO|11.05|30187|242882|NA|NA|273069
2020-06-21|CO|10.9|30349|248037|NA|NA|278386
2020-06-22|CO|10.8|30539|252233|NA|NA|282772
2020-06-23|CO|10.67|30705|257171|NA|NA|287876
2020-06-24|CO|10.62|30893|259941|NA|NA|290834
2020-06-25|CO|10.52|31155|264910|NA|NA|296065
2020-03-23|CT|9.22|415|4085|NA|NA|4500
2020-03-24|CT|11.66|618|4682|NA|NA|5300
2020-03-25|CT|14.84|875|5023|NA|NA|5898
2020-03-26|CT|15.25|1012|5625|NA|NA|6637
2020-03-27|CT|15.37|1291|7109|NA|NA|8400
2020-03-28|CT|15.37|1291|7109|NA|NA|8400
2020-03-29|CT|16.75|1993|9907|NA|NA|11900
2020-03-30|CT|17.61|2571|12029|NA|NA|14600
2020-03-31|CT|19.36|3128|13029|NA|NA|16157
2020-04-01|CT|21.43|3557|13043|NA|NA|16600
2020-04-02|CT|20.9|3824|14476|NA|NA|18300
2020-04-03|CT|24.55|4914|15101|NA|NA|20015
2020-04-04|CT|23.95|5276|16753|NA|NA|22029
2020-04-05|CT|24.39|5675|17595|NA|NA|23270
2020-04-06|CT|25.88|6906|19780|NA|NA|26686
2020-04-07|CT|26.8|7781|21255|NA|NA|29036
2020-04-08|CT|26.8|7781|21255|NA|NA|29036
2020-04-09|CT|29.2|9784|23718|NA|NA|33502
2020-04-10|CT|29.04|10538|25750|NA|NA|36288
2020-04-11|CT|28.9|11510|28321|NA|NA|39831
2020-04-12|CT|29.2|12035|29185|NA|NA|41220
2020-04-13|CT|30.2|13381|30928|NA|NA|44309
2020-04-14|CT|30.52|13989|31852|NA|NA|45841
2020-04-15|CT|29.43|14755|35388|NA|NA|50143
2020-04-16|CT|29.9|15884|37238|NA|NA|53122
2020-04-17|CT|30.31|16809|38653|NA|NA|55462
2020-04-18|CT|30.31|16809|38653|NA|NA|55462
2020-04-19|CT|30.15|17550|40663|NA|NA|58213
2020-04-20|CT|31.55|19815|42991|NA|NA|62806
2020-04-21|CT|31.72|20360|43832|NA|NA|64192
2020-04-22|CT|32.14|22469|47449|NA|NA|69918
2020-04-23|CT|32.31|23100|48397|NA|NA|71497
2020-04-24|CT|32.31|23921|50117|NA|NA|74038
2020-04-25|CT|31.68|24582|53020|NA|NA|77602
2020-04-26|CT|31.66|25269|54542|NA|NA|79811
2020-04-27|CT|31.66|25269|54542|NA|NA|79811
2020-04-28|CT|28.37|26312|66433|NA|NA|92745
2020-04-29|CT|28.23|26767|68051|NA|NA|94818
2020-04-30|CT|28.52|27700|69433|NA|NA|97133
2020-05-01|CT|28.69|28764|71493|NA|NA|100257
2020-05-02|CT|28.69|28764|71493|NA|NA|100257
2020-05-03|CT|28.57|29287|73206|NA|NA|102493
2020-05-04|CT|28.57|29287|73206|NA|NA|102493
2020-05-05|CT|28.18|30621|78022|NA|NA|108643
2020-05-06|CT|27.81|30995|80452|NA|NA|111447
2020-05-07|CT|27.36|31784|84390|NA|NA|116174
2020-05-08|CT|26.89|32411|88130|NA|NA|120541
2020-05-09|CT|26.69|32984|90585|NA|NA|123569
2020-05-10|CT|25.77|33554|96638|NA|NA|130192
2020-05-11|CT|25.48|33765|98743|NA|NA|132508
2020-05-12|CT|24.8|34333|104091|NA|NA|138424
2020-05-13|CT|24.38|34855|108088|NA|NA|142943
2020-05-14|CT|23.71|35464|114098|NA|NA|149562
2020-05-15|CT|23.15|36085|119823|NA|NA|155908
2020-05-16|CT|22.28|36703|128052|NA|NA|164755
2020-05-17|CT|21.93|37419|133188|NA|NA|170607
2020-05-18|CT|21.45|38116|139563|NA|NA|177679
2020-05-19|CT|20.71|38430|147090|NA|NA|185520
2020-05-20|CT|20.46|39017|151701|NA|NA|190718
2020-05-21|CT|19.96|39208|157239|NA|NA|196447
2020-05-22|CT|19.59|39640|162688|NA|NA|202328
2020-05-23|CT|19.21|40022|168345|NA|NA|208367
2020-05-24|CT|18.9|40468|173668|NA|NA|214136
2020-05-25|CT|18.43|40873|180853|NA|NA|221726
2020-05-26|CT|18.33|41303|184059|NA|NA|225362
2020-05-27|CT|18.04|41288|187581|NA|NA|228869
2020-05-28|CT|17.65|41559|193966|NA|NA|235525
2020-05-29|CT|17.3|41762|199631|NA|NA|241393
2020-05-30|CT|17.02|42022|204913|NA|NA|246935
2020-05-31|CT|16.88|42201|207845|NA|NA|250046
2020-06-01|CT|16.35|42740|218650|NA|NA|261390
2020-06-02|CT|15.88|42979|227631|NA|NA|270610
2020-06-03|CT|15.59|43091|233345|NA|NA|276436
2020-06-04|CT|15.36|43239|238286|NA|NA|281525
2020-06-05|CT|15.12|43460|243927|NA|NA|287387
2020-06-06|CT|14.83|43818|251731|NA|NA|295549
2020-06-07|CT|14.54|43968|258386|NA|NA|302354
2020-06-08|CT|14.31|44092|263979|NA|NA|308071
2020-06-09|CT|14.13|44179|268472|NA|NA|312651
2020-06-10|CT|13.99|44347|272566|NA|NA|316913
2020-06-11|CT|13.81|44461|277487|NA|NA|321948
2020-06-12|CT|13.53|44689|285565|NA|NA|330254
2020-06-13|CT|13.07|44994|299260|NA|NA|344254
2020-06-14|CT|12.92|45088|304018|NA|NA|349106
2020-06-15|CT|12.69|45235|311142|NA|NA|356377
2020-06-16|CT|12.55|45349|316071|NA|NA|361420
2020-06-17|CT|12.35|45429|322429|NA|NA|367858
2020-06-18|CT|12.2|45440|327145|NA|NA|372585
2020-06-19|CT|11.99|45557|334321|NA|NA|379878
2020-06-20|CT|11.67|45715|345940|NA|NA|391655
2020-06-21|CT|11.57|45755|349673|NA|NA|395428
2020-06-22|CT|11.52|45782|351770|NA|NA|397552
2020-06-23|CT|11.36|45899|358045|NA|NA|403944
2020-06-24|CT|11.41|45913|356437|NA|NA|402350
2020-06-25|CT|11.25|45994|362949|NA|NA|408943
2020-03-23|DC|9.44|116|1113|NA|NA|1229
2020-03-24|DC|10.27|137|1195|2|0.15|1334
2020-03-25|DC|11.37|183|1423|3|0.19|1609
2020-03-26|DC|12.43|231|1626|1|0.05|1858
2020-03-27|DC|12.33|267|1897|2|0.09|2166
2020-03-28|DC|12.08|304|2211|1|0.04|2516
2020-03-29|DC|12.16|342|2469|1|0.04|2812
2020-03-30|DC|13|401|2682|2|0.06|3085
2020-03-31|DC|13.17|495|3262|2|0.05|3759
2020-04-01|DC|15.22|586|3262|2|0.05|3850
2020-04-02|DC|12.88|653|4417|NA|NA|5070
2020-04-03|DC|13.56|757|4827|NA|NA|5584
2020-04-04|DC|14.01|902|5536|NA|NA|6438
2020-04-05|DC|14.6|998|5836|NA|NA|6834
2020-04-06|DC|14.72|1097|6356|NA|NA|7453
2020-04-07|DC|15.48|1211|6612|NA|NA|7823
2020-04-08|DC|17.39|1440|6843|NA|NA|8283
2020-04-09|DC|17.46|1523|7201|NA|NA|8724
2020-04-10|DC|17.74|1660|7695|NA|NA|9355
2020-04-11|DC|17.71|1778|8261|NA|NA|10039
2020-04-12|DC|17.62|1875|8765|NA|NA|10640
2020-04-13|DC|17.88|1955|8979|NA|NA|10934
2020-04-14|DC|18.24|2058|9226|NA|NA|11284
2020-04-15|DC|19.06|2197|9328|NA|NA|11525
2020-04-16|DC|19.34|2350|9800|NA|NA|12150
2020-04-17|DC|19.58|2476|10167|NA|NA|12643
2020-04-18|DC|20.09|2666|10602|NA|NA|13268
2020-04-19|DC|20.39|2793|10906|NA|NA|13699
2020-04-20|DC|20.74|2927|11186|NA|NA|14113
2020-04-21|DC|20.74|3098|11841|NA|NA|14939
2020-04-22|DC|20.68|3206|12296|NA|NA|15502
2020-04-23|DC|21.1|3361|12569|NA|NA|15930
2020-04-24|DC|21.34|3528|13005|NA|NA|16533
2020-04-25|DC|21.38|3699|13603|NA|NA|17302
2020-04-26|DC|21.26|3841|14227|NA|NA|18068
2020-04-27|DC|21.13|3892|14524|NA|NA|18416
2020-04-28|DC|21.15|3994|14891|NA|NA|18885
2020-04-29|DC|21.35|4106|15123|NA|NA|19229
2020-04-30|DC|21.53|4323|15756|NA|NA|20079
2020-05-01|DC|22.04|4658|16477|NA|NA|21135
2020-05-02|DC|21.8|4797|17207|NA|NA|22004
2020-05-03|DC|21.71|5016|18086|NA|NA|23102
2020-05-04|DC|21.73|5170|18625|NA|NA|23795
2020-05-05|DC|21.88|5322|19007|NA|NA|24329
2020-05-06|DC|21.86|5461|19523|NA|NA|24984
2020-05-07|DC|21.87|5654|20202|NA|NA|25856
2020-05-08|DC|21.76|5899|21216|NA|NA|27115
2020-05-09|DC|21.65|6102|22081|NA|NA|28183
2020-05-10|DC|21.21|6272|23298|NA|NA|29570
2020-05-11|DC|21.11|6389|23872|NA|NA|30261
2020-05-12|DC|20.89|6485|24565|NA|NA|31050
2020-05-13|DC|20.8|6584|25074|NA|NA|31658
2020-05-14|DC|20.41|6736|26263|NA|NA|32999
2020-05-15|DC|20.01|6871|27468|NA|NA|34339
2020-05-16|DC|19.82|7042|28490|NA|NA|35532
2020-05-17|DC|19.5|7123|29403|NA|NA|36526
2020-05-18|DC|19.22|7270|30555|NA|NA|37825
2020-05-19|DC|18.88|7434|31940|NA|NA|39374
2020-05-20|DC|18.68|7551|32868|NA|NA|40419
2020-05-21|DC|18.65|7788|33968|NA|NA|41756
2020-05-22|DC|18.36|7893|35100|NA|NA|42993
2020-05-23|DC|15.32|7966|44025|NA|NA|51991
2020-05-24|DC|15.32|7966|44025|NA|NA|51991
2020-05-25|DC|20.16|8225|32578|NA|NA|40803
2020-05-26|DC|19.82|8334|33721|NA|NA|42055
2020-05-27|DC|19.69|8406|34291|NA|NA|42697
2020-05-28|DC|19.52|8492|35022|NA|NA|43514
2020-05-29|DC|19.47|8538|35320|NA|NA|43858
2020-05-30|DC|19.1|8717|36912|NA|NA|45629
2020-05-31|DC|18.93|8801|37682|NA|NA|46483
2020-06-01|DC|18.74|8857|38406|NA|NA|47263
2020-06-02|DC|18.63|8886|38815|NA|NA|47701
2020-06-03|DC|18.19|9016|40546|NA|NA|49562
2020-06-04|DC|17.85|9120|41976|NA|NA|51096
2020-06-05|DC|17.74|9199|42662|NA|NA|51861
2020-06-06|DC|17.27|9269|44409|NA|NA|53678
2020-06-07|DC|17.11|9332|45215|NA|NA|54547
2020-06-08|DC|16.84|9389|46377|NA|NA|55766
2020-06-09|DC|16.58|9474|47678|NA|NA|57152
2020-06-10|DC|16.39|9537|48655|NA|NA|58192
2020-06-11|DC|16.17|9589|49699|NA|NA|59288
2020-06-12|DC|15.58|9654|52299|NA|NA|61953
2020-06-13|DC|15.4|9709|53327|NA|NA|63036
2020-06-14|DC|15.14|9767|54763|NA|NA|64530
2020-06-15|DC|14.88|9799|56047|NA|NA|65846
2020-06-16|DC|14.63|9818|57308|NA|NA|67126
2020-06-17|DC|14.05|9847|60239|NA|NA|70086
2020-06-18|DC|13.72|9903|62296|NA|NA|72199
2020-06-19|DC|13.49|9952|63839|NA|NA|73791
2020-06-20|DC|12.81|9984|67969|NA|NA|77953
2020-06-21|DC|12.6|10020|69502|NA|NA|79522
2020-06-22|DC|12.27|10058|71946|NA|NA|82004
2020-06-23|DC|12.12|10094|73208|NA|NA|83302
2020-06-24|DC|12.03|10128|74045|NA|NA|84173
2020-06-25|DC|11.71|10159|76572|NA|NA|86731
2020-03-23|DE|65.38|68|36|NA|NA|104
2020-03-24|DE|71.65|91|36|NA|NA|127
2020-03-25|DE|76.16|115|36|NA|NA|151
2020-03-26|DE|78.31|130|36|NA|NA|166
2020-03-27|DE|81.91|163|36|NA|NA|199
2020-03-28|DE|85.6|214|36|NA|NA|250
2020-03-29|DE|86.57|232|36|NA|NA|268
2020-03-30|DE|10.65|264|2216|NA|NA|2480
2020-03-31|DE|7.95|319|3696|NA|NA|4015
2020-04-01|DE|8.4|368|4015|NA|NA|4383
2020-04-02|DE|7.92|393|4566|NA|NA|4959
2020-04-03|DE|8.26|450|4995|NA|NA|5445
2020-04-04|DE|9.17|593|5874|NA|NA|6467
2020-04-05|DE|9.62|673|6321|NA|NA|6994
2020-04-06|DE|9.62|673|6321|NA|NA|6994
2020-04-07|DE|10.85|928|7628|NA|NA|8556
2020-04-08|DE|10.85|928|7628|NA|NA|8556
2020-04-09|DE|12.2|1207|8683|NA|NA|9890
2020-04-10|DE|11.29|1326|10415|NA|NA|11741
2020-04-11|DE|13.32|1479|9624|NA|NA|11103
2020-04-12|DE|13.32|1479|9624|NA|NA|11103
2020-04-13|DE|13.75|1625|10195|NA|NA|11820
2020-04-14|DE|14.31|1761|10543|NA|NA|12304
2020-04-15|DE|15.37|2014|11088|NA|NA|13102
2020-04-16|DE|15.54|2075|11275|NA|NA|13350
2020-04-17|DE|16.57|2323|11694|NA|NA|14017
2020-04-18|DE|16.57|2323|11694|NA|NA|14017
2020-04-19|DE|17.16|2538|12256|NA|NA|14794
2020-04-20|DE|18|2745|12508|NA|NA|15253
2020-04-21|DE|18.47|2931|12935|NA|NA|15866
2020-04-22|DE|19.33|3200|13353|NA|NA|16553
2020-04-23|DE|19.56|3308|13604|NA|NA|16912
2020-04-24|DE|19.81|3442|13937|NA|NA|17379
2020-04-25|DE|20.21|3576|14122|NA|NA|17698
2020-04-26|DE|20.96|4034|15215|NA|NA|19249
2020-04-27|DE|21.22|4162|15454|NA|NA|19616
2020-04-28|DE|21.6|4575|16605|NA|NA|21180
2020-04-29|DE|21.61|4655|16883|NA|NA|21538
2020-04-30|DE|21.7|4734|17086|NA|NA|21820
2020-05-01|DE|21.78|4918|17667|NA|NA|22585
2020-05-02|DE|21.8|5038|18074|NA|NA|23112
2020-05-03|DE|21.94|5208|18529|NA|NA|23737
2020-05-04|DE|21.93|5288|18822|NA|NA|24110
2020-05-05|DE|21.76|5371|19309|NA|NA|24680
2020-05-06|DE|21.83|5778|20690|NA|NA|26468
2020-05-07|DE|21.73|5939|21387|NA|NA|27326
2020-05-08|DE|21.62|6111|22153|NA|NA|28264
2020-05-09|DE|21.43|6277|23019|NA|NA|29296
2020-05-10|DE|20.77|6447|24592|NA|NA|31039
2020-05-11|DE|20.56|6565|25363|NA|NA|31928
2020-05-12|DE|20.25|6741|26550|NA|NA|33291
2020-05-13|DE|20|6952|27801|NA|NA|34753
2020-05-14|DE|19.6|7223|29634|NA|NA|36857
2020-05-15|DE|19.26|7373|30905|NA|NA|38278
2020-05-16|DE|18.98|7547|32211|NA|NA|39758
2020-05-17|DE|18.77|7670|33195|NA|NA|40865
2020-05-18|DE|18.53|7869|34589|NA|NA|42458
2020-05-19|DE|18.21|8037|36095|NA|NA|44132
2020-05-20|DE|18.04|8194|37218|NA|NA|45412
2020-05-21|DE|17.64|8386|39156|NA|NA|47542
2020-05-22|DE|17.41|8529|40457|NA|NA|48986
2020-05-23|DE|17.2|8690|41844|NA|NA|50534
2020-05-24|DE|16.98|8809|43061|NA|NA|51870
2020-05-25|DE|16.63|8965|44931|NA|NA|53896
2020-05-26|DE|16.51|9066|45848|NA|NA|54914
2020-05-27|DE|16.41|9096|46325|NA|NA|55421
2020-05-28|DE|16.15|9171|47630|NA|NA|56801
2020-05-29|DE|16.05|9236|48297|NA|NA|57533
2020-05-30|DE|15.88|9422|49907|NA|NA|59329
2020-05-31|DE|15.65|9498|51173|NA|NA|60671
2020-06-01|DE|15.38|9605|52842|NA|NA|62447
2020-06-02|DE|15.12|9685|54377|NA|NA|64062
2020-06-03|DE|14.96|9712|55208|NA|NA|64920
2020-06-04|DE|14.79|9746|56163|NA|NA|65909
2020-06-05|DE|14.65|9773|56956|NA|NA|66729
2020-06-06|DE|14.56|9845|57790|NA|NA|67635
2020-06-07|DE|14.41|9942|59055|NA|NA|68997
2020-06-08|DE|14.26|9972|59975|NA|NA|69947
2020-06-09|DE|14.16|10020|60733|NA|NA|70753
2020-06-10|DE|14.02|10056|61689|NA|NA|71745
2020-06-11|DE|13.65|10106|63927|NA|NA|74033
2020-06-12|DE|13.09|10173|67521|NA|NA|77694
2020-06-13|DE|12.77|10229|69870|NA|NA|80099
2020-06-14|DE|12.55|10264|71523|NA|NA|81787
2020-06-15|DE|12.21|10340|74346|NA|NA|84686
2020-06-16|DE|12.09|10403|75671|NA|NA|86074
2020-06-17|DE|12.06|10444|76143|NA|NA|86587
2020-06-18|DE|11.84|10499|78185|NA|NA|88684
2020-06-19|DE|11.73|10611|79823|NA|NA|90434
2020-06-20|DE|11.56|10681|81735|NA|NA|92416
2020-06-21|DE|11.35|10775|84199|NA|NA|94974
2020-06-22|DE|11.19|10820|85903|NA|NA|96723
2020-06-23|DE|11.12|10847|86689|NA|NA|97536
2020-06-24|DE|11.09|10889|87312|NA|NA|98201
2020-06-25|DE|10.87|10980|90012|NA|NA|100992
2020-03-23|FL|8.94|1171|11063|860|6.57|13094
2020-03-24|FL|9.08|1412|13127|1008|6.48|15547
2020-03-25|FL|9.2|1682|15374|1233|6.74|18289
2020-03-26|FL|8.55|2355|23741|1443|5.24|27539
2020-03-27|FL|8.52|2765|28186|1517|4.67|32468
2020-03-28|FL|9.62|3763|35366|NA|NA|39129
2020-03-29|FL|9.8|4246|39070|NA|NA|43316
2020-03-30|FL|10.19|5473|48225|NA|NA|53698
2020-03-31|FL|10.26|6338|54285|1163|1.88|61786
2020-04-01|FL|10.27|6955|59529|1235|1.82|67719
2020-04-02|FL|10.19|8010|69286|1285|1.64|78581
2020-04-03|FL|10.31|9585|82137|1225|1.32|92947
2020-04-04|FL|10.75|11111|90956|1281|1.24|103348
2020-04-05|FL|10.61|12151|101253|1129|0.99|114533
2020-04-06|FL|10.71|13324|109950|1142|0.92|124416
2020-04-07|FL|10.57|14747|123415|1407|1.01|139569
2020-04-08|FL|10.7|15455|127679|1324|0.92|144458
2020-04-09|FL|10.63|16364|136185|1395|0.91|153944
2020-04-10|FL|10.67|17531|145299|1411|0.86|164241
2020-04-11|FL|10.61|18494|154439|1418|0.81|174351
2020-04-12|FL|10.52|19355|163398|1297|0.7|184050
2020-04-13|FL|10.4|20601|175606|1789|0.9|197996
2020-04-14|FL|10.45|21367|181813|1275|0.62|204455
2020-04-15|FL|10.48|22511|190998|1335|0.62|214844
2020-04-16|FL|10.38|22897|196351|1325|0.6|220573
2020-04-17|FL|10.21|24119|210718|1285|0.54|236122
2020-04-18|FL|10.25|25269|221258|0|0|246527
2020-04-19|FL|10.11|25996|230083|1179|0.46|257258
2020-04-20|FL|9.97|26660|239565|1104|0.41|267329
2020-04-21|FL|9.88|27495|249564|1203|0.43|278262
2020-04-22|FL|9.77|28309|260318|1258|0.43|289885
2020-04-23|FL|9.67|28832|267876|1301|0.44|298009
2020-04-24|FL|9.48|30174|286785|1287|0.4|318246
2020-04-25|FL|9.22|30839|302260|1292|0.39|334391
2020-04-26|FL|9.12|31528|313085|1183|0.34|345796
2020-04-27|FL|8.99|32138|324325|1099|0.31|357562
2020-04-28|FL|8.92|32846|334029|1216|0.33|368091
2020-04-29|FL|8.86|33193|340295|1252|0.33|374740
2020-04-30|FL|8.78|33690|348715|1187|0.31|383592
2020-05-01|FL|8.62|34728|367971|NA|NA|402699
2020-05-02|FL|8.52|35463|380549|NA|NA|416012
2020-05-03|FL|8.4|36078|392111|1226|0.29|429415
2020-05-04|FL|8.28|36897|407373|1181|0.27|445451
2020-05-05|FL|8.02|37439|428252|1265|0.27|466956
2020-05-06|FL|7.89|38002|442049|1351|0.28|481402
2020-05-07|FL|7.85|38828|454122|1499|0.3|494449
2020-05-08|FL|7.61|39199|474142|1433|0.28|514774
2020-05-09|FL|7.56|40001|487730|1452|0.27|529183
2020-05-10|FL|7.51|40596|498352|1265|0.23|540213
2020-05-11|FL|7.29|40982|520075|1080|0.19|562137
2020-05-12|FL|7.22|41923|537681|1064|0.18|580668
2020-05-13|FL|7.11|42402|552361|1191|0.2|595954
2020-05-14|FL|7.08|43210|565627|1228|0.2|610065
2020-05-15|FL|7.08|43210|565627|1228|0.2|610065
2020-05-16|FL|7.09|44811|585236|1676|0.27|631723
2020-05-17|FL|6.98|45588|606204|1479|0.23|653271
2020-05-18|FL|6.85|46442|629970|1346|0.2|677758
2020-05-19|FL|6.55|46944|668911|1369|0.19|717224
2020-05-20|FL|6.14|47471|723877|1357|0.18|772705
2020-05-21|FL|5.97|48675|765254|1471|0.18|815400
2020-05-22|FL|5.91|49451|786045|1487|0.18|836983
2020-05-23|FL|5.84|50127|806310|1563|0.18|858000
2020-05-24|FL|5.83|50867|820368|1337|0.15|872572
2020-05-25|FL|5.69|51746|856489|988|0.11|909223
2020-05-26|FL|5.65|52255|870969|901|0.1|924125
2020-05-27|FL|5.63|52634|880937|955|0.1|934526
2020-05-28|FL|5.59|53285|898331|1158|0.12|952774
